response,age,income,response_pt_2,age_range,tokens
"It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",33.0,"Income: Under $25,000","It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",25-34,home
"It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",33.0,"Income: Under $25,000","It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",25-34,compromised
"It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",33.0,"Income: Under $25,000","It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",25-34,immune
"It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",33.0,"Income: Under $25,000","It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",25-34,system
"It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",33.0,"Income: Under $25,000","It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",25-34,m
"It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",33.0,"Income: Under $25,000","It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",25-34,upset
"It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",33.0,"Income: Under $25,000","It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",25-34,looking
"It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",33.0,"Income: Under $25,000","It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",25-34,work
"It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",33.0,"Income: Under $25,000","It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",25-34,start
"It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",33.0,"Income: Under $25,000","It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",25-34,virus
"It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",33.0,"Income: Under $25,000","It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",25-34,ve
"It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",33.0,"Income: Under $25,000","It helped me to pay bills since ive been unable to work, due to no childcare and kids home, as well as compromised immune system. Although, im upset that be i was looking for work before the start of the virus, ive been unable to recieve any further assistance, including help paying my ongoing rent/utilities, and the rising costs of everyone being home. ",25-34,unable
